ev_id,Aircraft_Key,crew_no,crew_category,crew_age,crew_sex,crew_city,crew_res_state,crew_res_country,med_certf,med_crtf_vldty,date_lst_med,crew_rat_endorse,crew_inj_level,seatbelts_used,shldr_harn_used,crew_tox_perf,seat_occ_pic,pc_profession,bfr,bfr_date,ft_as_of,lchg_date,lchg_userid,seat_occ_row,infl_rest_inst,infl_rest_depl,child_restraint,med_crtf_limit,mr_faa_med_certf,pilot_flying,available_restraint,restraint_used
20171113X84023,1,1,PLT,47,M,MARIANNA,FL,USA,BASC,UNK,11/6/17,,NONE,,,N,FRT,No,,2/6/16,11/28/17,9/25/20,,,N,,,,,TRUE,4,4
20171113X91400,1,1,PLT,25,M,Medina,WA,USA,CL3,WOWL,8/28/15,,NONE,,,N,LEFT,No,,12/29/15,11/15/17,9/25/20,,,Y,N,,,,TRUE,3,U
20171114X41302,1,1,PLT,21,M,Woodbridge,NJ,USA,CL2,WWL,8/15/17,,NONE,,,N,LEFT,No,,,11/9/17,9/25/20,,,N,,,Must wear corrective lenses for near and distant vision,,TRUE,U,U
20171114X52018,1,1,PLT,29,M,Cary,IL,USA,CL1,WWL,6/16/15,,NONE,,,N,LEFT,Yes,,11/7/17,,9/25/20,,,N,,,Must wear corrective lenses.,,TRUE,3,3
20171115X14957,1,1,DSTU,21,M,Columbus,OH,USA,CL3,WOWL,5/18/17,,NONE,,,N,LEFT,No,,,11/21/17,9/25/20,,,Y,N,,,,TRUE,3,3
20171116X35540,1,1,PLT,60,M,Glendora,CA,USA,CL3,WWL,10/17/16,,NONE,,,N,LEFT,No,,3/12/16,,5/5/21,hopj,,N,,,must wear corrective lenses,,TRUE,3,3
20171116X53956,1,1,PLT,63,M,Mansfield,MA,USA,CL3,WWL,12/8/16,,MINR,,,N,FRT,No,,8/6/17,11/16/17,9/25/20,,,N,,,MUST WEAR CORRECTIVE LENSES. NOT VALID FOR ANY CLASS AFTER 12/31/I AM17,,TRUE,3,3
20171116X64316,1,1,PLT,59,M,MACON,GA,USA,CL1,WWL,1/1/17,,NONE,,,N,LEFT,No,,4/17/17,11/22/17,9/25/20,,,N,,,Corrective lenses.,,TRUE,4,4
20171116X64316,1,2,PRPS,41,M,Gray,GA,USA,CL3,WWL,6/1/17,,NONE,,,N,RGT,No,,,11/22/17,9/25/20,,,N,,,Corrective lenses.,,TRUE,4,U
20171116X91006,1,1,PLT,36,F,Miami,FL,USA,CL1,WWL,,,NONE,,,N,RGT,No,,11/19/17,,9/25/20,,,N,,,,,TRUE,L,U
20171116X91006,1,2,OTHR,33,F,Center Valley,PA,USA,CL1,WOWL,6/21/16,,NONE,,,N,RGT,Yes,,7/17/17,,9/25/20,,,N,,,,,TRUE,3,U
20171117X01501,1,1,PLT,52,M,Moab,UT,USA,CL2,WOWL,11/14/16,,MINR,,,N,LEFT,Yes,,9/21/17,,9/25/20,,,N,,,,,TRUE,3,3
20171117X44300,1,1,PLT,60,M,Milledgevile,GA,USA,CL3,WWL,7/17/17,,NONE,,,N,LEFT,No,,,11/17/17,12/3/20,hopj,,N,,,Must have available glasses for near vision,,TRUE,3,3
20171117X44300,1,2,FLTI,66,M,Moresville,NC,USA,CL2,WWL,5/1/19,,NONE,,,N,RGT,Yes,,,11/17/17,12/3/20,hopj,,N,,,Glasses for near and intermediate vision,,TRUE,3,3
20171117X45442,1,1,PLT,44,M,Indianapolis,IN,USA,CL3,WOWL,8/29/16,,NONE,,,N,LEFT,No,,7/7/16,12/11/17,9/25/20,,,U,,,,,TRUE,3,U
20171118X15936,1,1,PLT,68,M,Stanfield,AZ,USA,SPRT,UNK,,,MINR,,,N,RGT,No,,,12/18/17,9/25/20,,,N,,,,,TRUE,4,4
20171118X22836,1,1,DSTU,50,M,Chico,CA,USA,CL3,UNK,,,MINR,,,N,LEFT,No,,,11/21/17,9/25/20,,,N,,,,,TRUE,3,3
20171118X22836,1,2,FLTI,75,M,Chico,CA,USA,CL3,WOWL,5/2/16,,MINR,,,N,RGT,Yes,,2/12/16,11/21/17,9/25/20,,,N,,,,,TRUE,3,U
20171118X25754,1,1,PLT,56,M,Bladenboro,NC,USA,CL3,WWL,3/9/15,,NONE,,,N,LEFT,No,,2/19/17,,9/25/20,,,U,,,Must have available glasses for vision.,,TRUE,U,U
20171119X05046,1,1,PLT,61,M,CLEARWATER,FL,USA,CL3,WWL,6/1/16,,NONE,,,N,LEFT,No,,11/15/17,,9/25/20,,,N,,,MUST WEAR CORRECTIVE LENSES,,TRUE,U,U
20171119X14748,1,1,PLT,30,F,San Jose,CA,USA,CL1,WOWL,8/5/17,,MINR,,,N,LEFT,No,,10/21/17,12/4/17,11/19/20,hopj,,N,,,Must wear corrective lense,,TRUE,3,3
20171119X14748,1,2,PRPS,33,M,San Jose,CA,USA,CL1,WOWL,7/13/17,,SERS,,,N,RGT,No,,,12/4/17,11/19/20,hopj,,N,,,None,,TRUE,3,3
20171119X20241,1,1,PLT,38,M,Palmdale,CA,USA,CL1,WOWL,5/30/17,,NONE,,,N,REAR,Yes,,11/16/17,11/19/17,9/25/20,,,N,,,,,TRUE,4,4
20171119X20241,1,2,OTHR,63,M,Rosamond,CA,USA,CL2,WWL,12/26/16,,NONE,,,N,FRT,Yes,,10/15/17,11/19/17,9/25/20,,,N,,,Must have glasses for near vision,,TRUE,4,4
20171119X32831,1,1,PLT,46,M,Hot Springs,AR,USA,CL2,WOWL,1/31/17,,FATL,,,Y,RGT,Yes,,,,9/25/20,,,N,,,,,TRUE,4,4
20171120X25221,1,1,PLT,49,M,,CA,USA,CL3,WWL,4/15/16,,FATL,,,Y,LEFT,No,,8/22/17,11/19/17,9/25/20,,,N,,,,,TRUE,3,3
20171120X30022,1,1,DSTU,68,M,Jackson,MS,USA,NONE,NONE,,,NONE,,,N,LEFT,No,,,11/21/17,9/25/20,,,N,,,,,TRUE,4,4
20171120X44552,1,1,PLT,67,M,CAROLINA BEACH,NC,USA,CL3,WWL,7/7/17,,NONE,,,N,LEFT,No,,7/25/14,11/17/17,8/24/21,coln,,N,,,MUST HAVE AVAILABLE GLASSES FOR NEAR VISION.,,TRUE,3,3
20171120X44552,1,2,FLTI,54,M,Macon,GA,USA,CL3,WWL,6/2/19,,NONE,,,N,RGT,No,,,11/17/17,8/24/21,coln,,N,,,MUST WEAR CORRECTIVE LENSES.,,TRUE,4,4
20171120X62921,1,1,PLT,81,M,Denver,CO,USA,SPRT,,1/15/17,,NONE,,,N,LEFT,No,,4/2/16,,9/25/20,,,N,,,None,,TRUE,L,L
20171120X80151,1,1,PLT,63,M,Wasilla,AK,USA,CL3,WOWL,5/24/17,,NONE,,,N,LEFT,No,,4/21/16,11/2/17,9/25/20,,,N,,,,,TRUE,U,3
20171120X90940,1,1,PLT,25,M,Haskell,TX,USA,CL2,WOWL,12/15/16,,FATL,,,Y,RGT,Yes,,,,9/25/20,,,,,,None,,TRUE,,
20171121X10001,1,1,PLT,21,M,San Diego,CA,USA,CL3,WWL,1/13/15,,NONE,,,N,LEFT,No,,11/17/16,12/11/17,9/25/20,,,N,,,Must wear corrective lenses.,,TRUE,3,3
20171122X11536,1,1,PLT,60,M,Oxnard,CA,USA,SPRT,,,,MINR,,,N,SNGL,No,,1/28/17,11/29/17,9/25/20,,,N,,,,,TRUE,3,3
20171122X13300,1,1,PLT,64,M,CIRCLEVILLE,OH,USA,CL3,WWL,8/1/16,,NONE,,,N,LEFT,No,,,,9/25/20,,,N,,,"76 NOT VALID FOR ANY CLASS AFTER. (CONTACT AAM-300 405-954-4821 FOR DATE)     
  03 MUST WEAR CORRECTIVE LENSES FOR NEAR AND DISTANT VISION.",,TRUE,3,
20171122X32450,1,1,PLT,64,M,Charlottesville,VA,USA,BASC,,7/11/17,,NONE,,,N,LEFT,No,,7/26/17,11/30/17,9/25/20,,,N,,,,,TRUE,4,4
20171122X93132,1,1,PLT,35,M,,,BR,CL1,,,,FATL,,,N,CTR,Yes,,,,9/25/20,,,,,,,,FALSE,,U
20171123X23401,1,1,PLT,52,M,Hamlin,ME,USA,CL2,WOWL,12/1/17,,MINR,,,N,LEFT,Yes,,6/28/17,11/22/17,9/25/20,,,N,,,,,TRUE,3,3
20171123X41716,1,1,PLT,89,M,Windsor,MA,USA,CL3,WWL,7/14/15,,FATL,,,Y,LEFT,No,,,,9/25/20,,,N,,,MUST WEAR CORRECTIVE LENSES FOR NEAR AND DISTANT VISION.,,TRUE,3,3
20171123X70738,1,1,PLT,73,M,Mount Plesant,TN,USA,CL3,WWL,7/11/16,,FATL,,,Y,LEFT,No,,3/29/16,11/23/17,9/25/20,,,N,,,Glasses near and distant vison,,TRUE,3,U
20171124X14339,1,1,PLT,54,M,Bloomfield,CT,USA,SPRT,WOWL,,,NONE,,,N,LEFT,No,,12/15/15,11/24/17,9/25/20,,,N,,,,,TRUE,4,4
20171124X23515,1,1,PLT,43,M,Fort Scott,KS,USA,CL2,WOWL,12/20/16,,NONE,,,N,FRT,No,,5/17/17,3/16/18,9/25/20,,,N,,,,,TRUE,4,4
20171124X65456,1,1,PLT,,,,,SF,,,,,NONE,,,N,,,,,,9/25/20,,,,,,,,FALSE,,
20171125X85751,1,1,PLT,60,M,Laveen,AZ,USA,CL3,WTLS,5/26/16,,NONE,,,N,LEFT,No,,11/18/17,12/1/17,9/25/20,,,N,,,,,TRUE,4,4
20171125X90015,1,1,PLT,55,M,Whitehouse,NJ,USA,CL3,WOWL,2/1/16,,NONE,,,N,LEFT,,,3/15/16,11/24/17,9/25/20,,,N,,,,,TRUE,4,4
20171125X90015,1,2,PASS,,,New York,NY,USA,,,,,NONE,,,N,RGT,No,,,,9/25/20,,,N,,,,,TRUE,4,4
20171125X91028,1,1,DSTU,49,M,Chico,CA,USA,NONE,NONE,,,MINR,,,N,FRT,No,,11/18/17,12/6/17,5/5/21,eckd,,N,,,,,TRUE,3,3
20171125X91028,1,2,FLTI,80,M,Anderson,CA,USA,CL3,WWL,7/14/16,,MINR,,,N,REAR,Yes,,6/7/17,,5/5/21,eckd,,N,,,Must have available glasses for near vision,,TRUE,3,3
20171126X04640,1,1,PLT,74,M,Tucson,AZ,USA,CL3,WWL,3/12/16,,NONE,,,N,LEFT,Yes,,11/10/16,12/14/17,9/25/20,,,N,,,Corrective lenses for distant and near vision.,,TRUE,3,3
20171127X02501,1,1,PLT,33,M,Dickinson,ND,USA,CL3,WOWL,10/1/15,,SERS,,,N,FRT,No,,11/14/15,,9/25/20,,,N,,,,,TRUE,4,4
20171127X03747,1,1,PLT,76,M,Fort Atkinson,WI,USA,BASC,,,,SERS,,,N,REAR,No,,9/16/15,11/26/17,9/25/20,,,N,,,,,TRUE,L,L
20171127X03747,1,2,PLT,75,M,Whitewater,WI,USA,BASC,,,,SERS,,,N,FRT,No,,8/20/17,11/26/17,9/25/20,,,N,,,,,TRUE,L,L
20171127X10340,1,1,PLT,59,M,Fort Wayne,IN,USA,CL3,WWL,6/12/17,,SERS,,,N,LEFT,No,,9/3/16,,9/25/20,,,N,,,MUST HAVE AVAILABLE GALSSES FOR NEAR VISION,,TRUE,3,3
20171127X13142,1,1,PLT,72,M,Tampa,FL,USA,CL3,WWL,1/15/17,,MINR,,,N,LEFT,No,,,11/25/17,9/25/20,,,N,,,,,TRUE,U,U
20171127X32242,1,1,PLT,53,M,Abilene,TX,USA,CL3,WWL,12/2/15,,MINR,,,N,LEFT,No,,1/4/16,11/30/17,9/25/20,,,N,,,Must wear corrective lenses.,,TRUE,3,3
20171127X32648,1,1,PLT,21,M,Summit,MS,USA,CL3,WOWL,6/13/14,,NONE,,,N,LEFT,No,,8/9/17,1/12/18,9/25/20,,,N,,,None.,,TRUE,4,4
20171127X61757,1,1,DSTU,39,M,Black River Fal,WI,USA,BASC,WOWL,5/9/17,,NONE,,,N,LEFT,No,,,12/6/17,9/25/20,,,N,,,,,TRUE,3,3
20171127X63140,1,1,DSTU,46,M,Midland,TX,USA,CL3,UNK,8/21/17,,NONE,,,N,LEFT,No,,,,9/25/20,,,N,,,,,TRUE,U,U
20171127X95417,1,1,PLT,67,M,PENSACOLA BEACH,FL,USA,CL1,WWL,10/11/17,,MINR,,,N,LEFT,Yes,,4/20/17,,9/25/20,,,N,,,Must wear corrective lenses for near/intermediate vision,,TRUE,3,3
20171128X05050,1,1,PLT,80,,Naperville,IL,USA,CL2,WWL,3/15/17,,NONE,,,N,LEFT,No,,7/3/17,,9/25/20,,,,,,must wear corrective lenses,,TRUE,3,3
20171128X34858,1,1,KPLT,61,M,Mesa,AZ,USA,CL2,WWL,11/15/17,,NONE,,,N,RGT,Yes,,2/26/18,10/13/17,9/25/20,,,N,,,Must wear corrective lenses for near and distant vision,,TRUE,3,3
20171128X34858,1,2,FLTI,25,M,El Cajon,CA,USA,CL1,NONE,4/4/17,,NONE,,,N,LEFT,Yes,,,,9/25/20,,,N,,,,,TRUE,3,U
20171128X72916,1,1,FLTI,28,M,Shasta Lake,CA,USA,CL2,WOWL,2/20/14,,NONE,,,N,RGT,Yes,,10/13/17,11/2/17,5/6/21,hopj,,N,,,NONE,,TRUE,3,3
20171128X72916,1,2,DSTU,24,M,Redding,CA,USA,CL2,WWL,9/30/16,,NONE,,,N,LEFT,No,,,,5/6/21,hopj,,N,,,must wear corrective lenses,,TRUE,3,3
20171128X72916,1,3,PASS,,,,,,,,,,,,,,REAR,No,,,,5/6/21,hopj,,N,,,,,FALSE,3,3
20171128X93434,1,1,PLT,61,M,Cairo,,EG,CL1,WOWL,12/27/17,,NONE,,,N,LEFT,Yes,,,,5/4/22,sedj,,,,,,,TRUE,,5
20171128X93434,1,2,CPLT,30,M,Cairo,,EG,CL1,WOWL,11/19/17,,NONE,,,N,RGT,Yes,,,,5/4/22,sedj,,,,,,,TRUE,,5
20171128X93434,2,1,PLT,55,M,Wiltshire,,UK,CL1,WWL,3/21/17,,NONE,,,N,LEFT,Yes,,6/11/17,,5/4/22,sedj,,,,,Corrective lenses,,TRUE,,5
20171128X93434,2,2,CPLT,43,M,Surrey,,UK,CL1,WOWL,6/30/17,,NONE,,,N,RGT,Yes,,,,5/4/22,sedj,,,,,,,TRUE,,5
20171128X94938,1,1,PLT,70,F,ORO VALLEY,AZ,USA,CL3,WWL,8/24/17,,NONE,,,N,RGT,No,,1/7/17,,5/5/21,hopj,,N,,,AVAILABLE GLASSES FOR NEAR VISION,,TRUE,3,3
20171128X94938,1,2,PASS,71,M,Steamboat Sprin,CO,USA,,,,,NONE,,,,LEFT,No,,,,5/5/21,hopj,,,,,,,FALSE,,
20171129X11335,1,1,PLT,61,M,WESTMINSTER,CO,USA,BASC,WOWL,5/4/17,,NONE,,,N,LEFT,No,,5/13/17,,9/25/20,,,N,,,None,,TRUE,3,3
20171129X21403,1,1,PLT,62,M,Baltimore,MD,USA,BASC,,,,NONE,,,N,LEFT,No,,,,9/25/20,,,N,,,,,TRUE,3,3
20171129X73821,1,1,PLT,27,M,Terre Haute,IN,USA,CL1,WOWL,9/1/17,,NONE,,,N,REAR,Yes,,10/10/17,11/22/17,9/25/20,,,N,,,,,TRUE,4,4
20171130X10310,1,1,PLT,77,M,Mechanicsville,VA,USA,CL3,,3/10/10,,MINR,,,N,LEFT,No,,7/11/10,,5/13/22,broda,,,,,,,TRUE,4,4
20171201X14308,1,1,PLT,57,M,Acworth,GA,USA,CL1,WWL,10/20/17,,NONE,,,N,LEFT,Yes,,10/15/17,,5/10/22,sedj,,N,,,Corrective lenses,,TRUE,,5
20171201X14308,1,2,CPLT,43,M,Colunbia,SC,USA,CL1,WOWL,8/29/17,,NONE,,,N,RGT,Yes,,7/21/17,,5/10/22,sedj,,,,,,,TRUE,5,5
20171201X51708,1,1,PLT,43,M,New Orleans,LA,USA,CL2,WOWL,2/1/17,,NONE,,,N,FRT,Yes,,11/4/15,1/19/18,9/25/20,,,N,,,,,TRUE,3,U
20171201X80124,1,1,FLTI,52,M,Truckee,CA,USA,CL2,WWL,5/5/17,,SERS,,,,LEFT,Yes,,5/15/17,4/30/18,4/6/22,coln,,N,,,Must wear corrective lenses,,TRUE,3,3
20171201X80124,1,2,DSTU,38,M,Truckee,CA,USA,CL2,WOWL,10/27/17,,SERS,,,,RGT,Yes,,10/10/17,4/30/18,4/6/22,coln,,N,,,NONE,,FALSE,3,3
20171201X94959,1,1,PLT,72,M,Washington DC,DC,USA,CL3,WWL,6/30/17,,NONE,,,N,LEFT,No,,6/27/17,1/30/18,9/25/20,,,N,,,Must have available glasses for near vision,,TRUE,3,3
20171201X95313,1,1,PLT,43,M,FORT LAUDERDALE,FL,USA,CL3,WOWL,12/1/15,,NONE,,,N,LEFT,No,,,11/30/17,9/25/20,,,U,,,,,TRUE,U,U
20171202X04340,1,1,PLT,70,M,Southaven,MS,USA,SPRT,NONE,,,FATL,,,Y,UNK,No,,6/29/17,6/29/17,9/25/20,,,N,,,,,TRUE,U,U
20171202X04340,1,2,PRPS,43,M,Southaven,MS,USA,CL1,WOWL,6/19/17,,FATL,,,Y,UNK,Yes,,,6/19/17,9/25/20,,,N,,,,,TRUE,U,U
20171202X11405,1,1,PLT,65,M,SOUTH CHARLESTO,WV,USA,CL2,UNK,7/19/16,,NONE,,,N,UNK,UNK,,,,9/25/20,,,N,,,,,TRUE,U,U
20171202X62630,1,1,PLT,28,M,,TN,USA,CL1,WOWL,8/16/16,,NONE,,,N,LEFT,No,,9/19/17,,9/25/20,,,N,,,,,TRUE,3,3
20171202X94738,1,1,PLT,62,M,Dobson,NC,USA,CL3,WWL,5/24/17,,NONE,,,N,LEFT,No,,8/22/16,12/15/17,9/25/20,,,U,,,Must have available glasses for near vision.,,TRUE,5,5
20171203X52324,1,1,PLT,68,M,Lake Mathews,CA,USA,CL3,WWL,2/8/16,,NONE,,,N,REAR,No,,7/14/16,12/17/17,9/25/20,,,N,,,Must wear glasses.,,TRUE,4,4
20171203X52324,1,2,FLTI,66,M,Las Vegas,NV,USA,BASC,WOWL,7/14/17,,NONE,,,N,FRT,No,,6/22/17,12/17/17,9/25/20,,,N,,,,,TRUE,4,4
20171203X54335,1,1,DSTU,24,M,Pico Rivera,CA,USA,CL3,WOWL,6/28/17,,NONE,,,N,LEFT,No,,,12/17/17,9/25/20,,,U,,,,,TRUE,3,3
20171203X55850,1,1,PLT,68,M,Laurel,MD,USA,BASC,,5/3/17,,NONE,,,N,LEFT,No,,3/18/17,,9/25/20,,,N,,,,,TRUE,4,4
20171203X55850,1,2,PRPS,54,M,Hagerstown,MD,USA,BASC,,5/9/17,,NONE,,,N,RGT,No,,11/10/17,,9/25/20,,,N,,,,,TRUE,4,4
20171203X55953,1,1,PLT,63,M,Moultrie,GA,USA,CL2,WWL,2/2/17,,NONE,,,N,LEFT,No,,2/2/16,,9/25/20,,,N,,,Must wear corrective lenses.,,TRUE,3,3
20171204X10532,1,1,PLT,60,M,Rootstown,OH,USA,SPRT,WOWL,,,FATL,,,Y,FRT,No,,,,9/25/20,,,N,,,,NONE,TRUE,,
20171204X53544,1,1,PLT,46,M,Walworth,IL,USA,CL3,WWL,2/3/16,,NONE,,,N,LEFT,No,,8/17/16,,9/25/20,,,N,,,Corrective lenses,,TRUE,4,4
20171204X72456,1,1,FLTI,22,M,Poulsbo,WA,USA,CL2,WOWL,7/5/13,,MINR,,,N,RGT,Yes,,6/1/16,12/3/17,5/13/22,broda,,N,,,,,TRUE,3,3
20171204X72456,1,2,DSTU,25,F,Mount Vernon,WA,USA,CL3,WWL,2/1/17,,MINR,,,,LEFT,No,,,,5/13/22,broda,,N,,,Must wear corrective lenses.,,TRUE,3,3
20171205X23358,1,1,PLT,46,M,Rockford,IL,USA,CL3,,5/17/17,,SERS,,,N,LEFT,No,,,,9/25/20,,,,,,,,TRUE,,
20171205X35855,1,1,PLT,77,M,Delray Beach,FL,USA,CL3,WWL,6/16/17,,NONE,,,N,RGT,No,,,12/9/17,9/25/20,,,N,,,Must wear corrective lenses.,,TRUE,3,U
20171205X42203,1,1,PLT,36,M,Mashpee,MA,USA,CL1,WWL,6/28/17,,NONE,,,N,LEFT,Yes,,10/31/17,12/4/17,9/25/20,,,N,,,Must wear corrective lenses,,TRUE,3,3
20171205X52428,1,1,PLT,32,M,Las Vegas,NV,USA,CL1,WOWL,1/24/17,,NONE,,,N,LEFT,No,,10/26/17,,9/25/20,,,N,,,,,TRUE,3,3
20171205X52428,1,2,PASS,,F,Alpharetta,GA,USA,,,,,NONE,,,N,RGT,No,,,,9/25/20,,,,,,,,TRUE,3,3
20171205X52647,1,1,PLT,65,M,Virginia Beach,VA,USA,CL1,WWL,3/13/17,,MINR,,,N,FRT,No,,4/14/16,12/5/17,9/25/20,,,N,,,Must wear corrective lenses,,TRUE,4,4
20171206X00953,1,1,FLTI,38,M,Litchfield Park,AZ,USA,CL1,WOWL,3/21/17,,NONE,,,N,RGT,Yes,,5/2/17,12/17/17,2/2/21,hopj,,N,,,,,TRUE,3,3
20171206X00953,1,2,PLT,29,F,Jackson,WY,USA,CL3,WWL,11/19/16,,NONE,,,N,LEFT,Yes,,6/8/16,,2/2/21,hopj,,N,,,Must wear corrective lenses.,,TRUE,3,3
20171206X02103,1,1,PLT,,,,,RS,,,,,FATL,,,N,,,,,,9/25/20,,,,,,,,FALSE,,
20171206X31304,1,1,PLT,60,M,Auburn,CA,USA,CL1,WWL,2/9/17,,NONE,,,N,LEFT,No,,6/22/17,1/24/18,2/9/22,coln,,U,,,must wear corrective lenses; possess glasses for near/intermediate vision,,TRUE,3,3
20171206X43704,1,1,PLT,67,M,Pittsfield,PA,USA,CL2,WWL,10/2/17,,NONE,,,N,LEFT,Yes,,,,9/25/20,,,U,,,04 MUST WEAR CORR. LENSES FOR DISTANT VISION AND HAVE GLASSES FOR NEAR VISION,,TRUE,3,3
20171206X84125,1,1,PLT,74,M,Campton Hills,IL,USA,CL3,WWL,9/12/16,,NONE,,,N,LEFT,No,,8/8/17,12/9/17,9/25/20,,,N,,,Eye glasses required.,,TRUE,4,U
20171207X11110,1,1,PLT,49,M,ST THOMAS,,USA,CL3,WWL,8/1/16,,FATL,,,Y,LEFT,UNK,,,,9/25/20,,,U,,,Must have available glasses for near vision.,,TRUE,U,U
20171207X14956,1,1,PLT,45,M,Vail,AZ,USA,CL2,WOWL,12/1/16,,NONE,,,N,RGT,Yes,,,1/8/18,9/25/20,,,N,,,,,TRUE,4,U
20171207X64827,1,1,PLT,72,M,St. Louis,MO,USA,CL3,WOWL,8/30/16,,FATL,,,Y,LEFT,No,,,,9/25/20,,,N,,,,,TRUE,3,U
20171208X31322,1,1,PLT,63,M,West Valley,UT,USA,NONE,WWL,5/1/12,,NONE,,,N,SNGL,No,,6/10/16,12/7/17,9/25/20,,,N,,,MUST WEAR CORRECTIVE LENSES FOR DISTANT VISION AND HAVE GLASSES FOR NEAR VISION. (From last medical in 2012.),,TRUE,4,4
20171208X32353,1,1,FLTI,56,M,Sanford,FL,USA,CL3,WWL,8/19/17,,FATL,,,Y,LEFT,Yes,,,,9/25/20,,,N,,,Must wear corrective lenses.,,TRUE,4,4
20171208X32353,1,2,DSTU,23,M,Sanford,FL,USA,CL2,WWL,4/20/94,,FATL,,,Y,RGT,,,11/30/17,12/8/17,9/25/20,,,N,,,Must wear corrective lenses,,TRUE,4,4
20171208X43240,1,1,PLT,45,M,Sedalia,CO,USA,CL3,WOWL,9/1/17,,MINR,,,N,LEFT,No,,3/23/17,12/17/17,9/25/20,,,N,,,,,TRUE,4,4
20171209X05200,1,1,PLT,41,M,Torrance,CA,USA,CL1,WOWL,11/17/17,,SERS,,,N,FRT,Yes,,,12/13/17,9/25/20,,,,,,,,TRUE,3,3
20171209X05200,1,2,PASS,,,,,USA,,,,,FATL,,,N,REAR,No,,,,9/25/20,,2,,,,,,TRUE,3,3
20171209X05200,1,3,PASS,,,,,USA,,,,,SERS,,,N,REAR,,,,,9/25/20,,2,,,,,,TRUE,3,3
20171209X05200,1,4,PASS,,,,,USA,,,,,FATL,,,N,REAR,No,,,,9/25/20,,1,,,,,,TRUE,3,3
20171209X52134,1,1,PLT,66,M,Franklin,PA,USA,SPRT,WOWL,6/28/17,,NONE,,,N,LEFT,No,,11/11/17,12/9/17,9/25/20,,,N,,,,,TRUE,3,3
20171209X71709,1,1,PLT,23,M,Seattle,WA,USA,CL1,WOWL,12/27/13,,NONE,,,N,LEFT,No,,10/6/17,12/18/17,9/25/20,,,N,,,,,TRUE,4,4
20171209X73416,1,1,PLT,66,M,Carmichael,CA,USA,SPRT,,,,NONE,,,N,LEFT,No,,11/2/17,12/9/17,9/25/20,,,N,,,,,TRUE,4,
20171210X70535,1,1,PLT,62,M,Miami,FL,USA,CL1,WOWL,8/4/15,,FATL,,,Y,LEFT,No,,,,9/25/20,,,N,,,Must wear corrective lenses,,TRUE,L,L
20171210X74756,1,1,PLT,79,M,Maunaloa,HI,USA,CL3,WWL,3/6/15,,FATL,,,Y,LEFT,No,,4/25/17,3/6/15,9/25/20,,,U,,,Must wear corrective lenses for near and distant vision.,,TRUE,U,U
20171211X54419,1,1,PLT,28,M,Port Orange,FL,USA,CL1,WOWL,5/1/13,,NONE,,,N,LEFT,No,,9/26/17,1/2/18,9/25/20,,,Y,N,,,,TRUE,3,3
20171211X60452,1,1,PLT,28,M,Saint Ignace,MI,USA,CL1,WOWL,10/7/17,,NONE,,,N,LEFT,Yes,,8/11/17,12/5/17,9/25/20,,,N,,,,,TRUE,3,3
20171211X74152,1,1,PLT,52,M,Blanchard,OK,USA,CL3,WOWL,7/1/16,,NONE,,,N,LEFT,No,,7/6/16,12/17/17,9/25/20,,,Y,N,,,,TRUE,L,L
20171212X23104,1,1,FLTI,68,M,Pomeroy,IA,USA,CL3,WOWL,10/21/16,,NONE,,,N,RGT,No,,,,9/25/20,,,N,,,Must wear corrective lenses for near and distant vision.,,TRUE,L,L
20171212X23104,1,2,DSTU,54,M,Eagle Grove,IA,USA,CL3,WWL,10/27/17,,NONE,,,N,LEFT,No,,,,9/25/20,,,N,,,Must wear corrective lenses.,,TRUE,L,L
20171212X50255,1,1,PLT,61,M,Miami Beach,FL,USA,CL1,WOWL,9/30/17,,NONE,,,N,LEFT,Yes,,7/17/17,,9/25/20,,,U,,,,,TRUE,,5
20171212X50255,1,2,CPLT,53,M,Hallandale Beac,FL,USA,CL1,WOWL,6/14/17,,NONE,,,N,RGT,Yes,,4/6/17,,9/25/20,,,U,,,,,TRUE,,5
20171212X50255,2,1,PLT,56,M,Fort Lauderdale,FL,USA,CL1,WOWL,8/22/17,,NONE,,,N,LEFT,Yes,,5/21/17,,9/25/20,,,N,,,,,TRUE,,5
20171212X50255,2,2,CPLT,47,M,Lithia,FL,USA,CL1,WOWL,7/7/17,,NONE,,,N,RGT,Yes,,,,9/25/20,,,,,,,,TRUE,,5
20171212X52137,1,1,PLT,56,M,Renwick,IA,USA,CL3,WWL,6/30/16,,NONE,,,N,LEFT,No,,,1/8/18,9/25/20,,,U,,,Must wear corrective lenses.,,TRUE,3,3
20171212X95529,1,1,PLT,64,M,McCall,ID,USA,CL3,WOWL,11/2/17,,NONE,,,N,LEFT,No,,8/20/16,12/13/17,9/25/20,,,N,,,,,TRUE,3,3
20171213X33503,1,1,PLT,34,M,Nassau,,BF,CL1,WOWL,2/20/17,,NONE,,,N,LEFT,UNK,,6/18/17,,9/25/20,,,N,,,,,TRUE,N,N
20171214X05137,1,1,PLT,65,M,Metter,GA,USA,CL3,WWL,5/15/17,,MINR,,,N,LEFT,No,,,1/24/18,11/19/20,hopj,,N,,,Must have available glasses for near vision,,TRUE,3,3
20171214X23802,1,1,DSTU,20,F,Bloomington,MN,USA,CL1,WOWL,3/2/17,,NONE,,,N,LEFT,No,,,12/18/17,9/25/20,,,Y,N,,,,TRUE,3,U
